transactie_id,datum,ministerie,categorie,leverancier,begroot_bedrag,werkelijk_bedrag,betaalstatus,inkoopmethode,factuurnummer,omschrijving
TRX-005526,2026-10-15,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,SecureIT Nederland,6352.23,8298.77,Betaald,Raamovereenkomst,INV-2026-005526,Juridisch advies
TRX-002901,2026-02-14,Ministerie van Financiën,Personeel,Insight Partners,1414.77,1644.14,Betaald,Meervoudig onderhands,INV-2026-002901,Tijdelijke ondersteuning
TRX-002472,2026-09-06,Ministerie van Economische Zaken,Advies,Onderzoek & Advies BV,3415.08,3412.48,Betaald,Aanbesteding,INV-2026-002472,Juridisch advies
TRX-003077,2026-09-07,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Onderzoek,CloudWorks BV,6121.22,7590.1,Betaald,Raamovereenkomst,INV-2026-003077,Marktonderzoek
TRX-000133,2026-07-07,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Delta Consulting,2788.77,2135.25,Betaald,Enkelvoudig onderhands,INV-2026-000133,Externe inhuur
TRX-006218,2026-02-28,Ministerie van Sociale Zaken en Werkgelegenheid,Reizen,Delta Consulting,13766.62,13889.47,Betaald,Meervoudig onderhands,INV-2026-006218,Hotelkosten
TRX-002334,2026-03-11,Ministerie van Financiën,ICT,DataSoft BV,2126.11,2082.77,Betaald,Aanbesteding,INV-2026-002334,Cloudhosting
TRX-004611,2026-12-02,Ministerie van Economische Zaken,Personeel,Delta Consulting,8684.23,9615.63,Geannuleerd,Aanbesteding,INV-2026-004611,Externe inhuur
TRX-004516,2026-01-13,Ministerie van Financiën,Personeel,Insight Partners,7187.36,5914.37,Openstaand,Aanbesteding,INV-2026-004516,Tijdelijke ondersteuning
TRX-004283,2026-12-23,Ministerie van Infrastructuur en Waterstaat,ICT,Nationale Services,5219.97,5935.78,Betaald,Enkelvoudig onderhands,INV-2026-004283,Softwarelicenties
TRX-002120,2026-06-03,Ministerie van Infrastructuur en Waterstaat,Reizen,Publieke Diensten BV,9097.67,7856.31,Openstaand,Aanbesteding,INV-2026-002120,Dienstreis
TRX-004515,2026-11-20,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,CloudWorks BV,3602.3,3868.16,Betaald,Meervoudig onderhands,INV-2026-004515,Juridisch advies
TRX-002538,2026-12-01,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,Infra Solutions,487.57,541.08,Betaald,Raamovereenkomst,INV-2026-002538,Kantoorhuur
TRX-005333,2026-07-23,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,DataSoft BV,1671.74,1626.2,Betaald,Meervoudig onderhands,INV-2026-005333,Externe inhuur
TRX-001061,2026-06-14,Ministerie van Infrastructuur en Waterstaat,Huisvesting,Infra Solutions,2800.81,2745.01,Betaald,Aanbesteding,INV-2026-001061,Kantoorhuur
TRX-001161,2026-11-18,Ministerie van Financiën,ICT,Insight Partners,36354.87,36237.89,Betaald,Meervoudig onderhands,INV-2026-001161,Softwarelicenties
TRX-006108,2026-09-24,Ministerie van Financiën,Reizen,Publieke Diensten BV,2580.21,2402.2,Betaald,Meervoudig onderhands,INV-2026-006108,Internationale reis
TRX-003419,2026-07-23,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,Publieke Diensten BV,4770.4,4745.26,Openstaand,Meervoudig onderhands,INV-2026-003419,Onderhoud gebouw
TRX-001709,2026-07-13,Ministerie van Economische Zaken,Personeel,Nationale Services,599.89,714.99,Betaald,Enkelvoudig onderhands,INV-2026-001709,Opleiding en training
TRX-005807,2026-02-08,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,GovTech Nederland,2267.23,2594.36,Betaald,Raamovereenkomst,INV-2026-005807,Juridisch advies
TRX-000916,2026-10-19,Ministerie van Infrastructuur en Waterstaat,ICT,Insight Partners,14860.1,14049.46,Betaald,Enkelvoudig onderhands,INV-2026-000916,Hardware en werkplekken
TRX-003817,2026-08-27,Ministerie van Financiën,Inkoop,GovTech Nederland,8309.03,9553.65,Betaald,Meervoudig onderhands,INV-2026-003817,Dienstverlening
TRX-004939,2026-01-05,Ministerie van Economische Zaken,Personeel,Insight Partners,7190.59,6497.31,Betaald,Raamovereenkomst,INV-2026-004939,Personeelsadvies
TRX-000213,2026-09-09,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Onderzoek & Advies BV,10545.25,10381.96,Betaald,Raamovereenkomst,INV-2026-000213,Personeelsadvies
TRX-003928,2026-08-01,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,SecureIT Nederland,3913.33,5007.04,Openstaand,Raamovereenkomst,INV-2026-003928,Juridisch advies
TRX-003622,2026-02-06,Ministerie van Financiën,Advies,SecureIT Nederland,1500.49,1700.47,Betaald,Raamovereenkomst,INV-2026-003622,Procesadvies
TRX-004984,2026-10-24,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,SecureIT Nederland,2241.74,2286.12,Betaald,Aanbesteding,INV-2026-004984,Kantoorhuur
TRX-005504,2026-04-01,Ministerie van Economische Zaken,Personeel,CloudWorks BV,3627.26,3243.55,Betaald,Raamovereenkomst,INV-2026-005504,Externe inhuur
TRX-005461,2026-03-02,Ministerie van Infrastructuur en Waterstaat,ICT,Publieke Diensten BV,11521.23,14483.32,Betaald,Aanbesteding,INV-2026-005461,Cybersecuritydiensten
TRX-002059,2026-05-14,Ministerie van Economische Zaken,Advies,DataSoft BV,3774.08,3333.95,Betaald,Aanbesteding,INV-2026-002059,Procesadvies
TRX-006194,2026-10-18,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Onderzoek,Onderzoek & Advies BV,3845.24,4096.26,Betaald,Aanbesteding,INV-2026-006194,Dataonderzoek
TRX-002241,2026-04-29,Ministerie van Infrastructuur en Waterstaat,ICT,SecureIT Nederland,2542.61,1991.04,Betaald,Aanbesteding,INV-2026-002241,Applicatiebeheer
TRX-000570,2026-02-08,Ministerie van Infrastructuur en Waterstaat,Onderzoek,SecureIT Nederland,11707.36,14662.54,Betaald,Raamovereenkomst,INV-2026-000570,Beleidsonderzoek
TRX-005996,2026-04-05,Ministerie van Infrastructuur en Waterstaat,Advies,GovTech Nederland,1427.62,1461.48,Betaald,Enkelvoudig onderhands,INV-2026-005996,Strategisch advies
TRX-002364,2026-07-21,Ministerie van Financiën,Reizen,CloudWorks BV,6282.29,5928.86,Openstaand,Aanbesteding,INV-2026-002364,Hotelkosten
TRX-000742,2026-05-25,Ministerie van Economische Zaken,Onderzoek,GovTech Nederland,7900.32,6512.64,Betaald,Enkelvoudig onderhands,INV-2026-000742,Marktonderzoek
TRX-004026,2026-11-12,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Delta Consulting,1054.93,1066.19,Betaald,Enkelvoudig onderhands,INV-2026-004026,Softwarelicenties
TRX-004809,2026-11-18,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Nationale Services,14823.96,14748.48,Betaald,Aanbesteding,INV-2026-004809,Softwarelicenties
TRX-001634,2026-04-08,Ministerie van Financiën,Inkoop,DataSoft BV,1175.57,1474.72,Betaald,Meervoudig onderhands,INV-2026-001634,Algemene inkoop
TRX-007390,2026-03-31,Ministerie van Economische Zaken,Advies,Infra Solutions,3661.38,4200.36,Betaald,Aanbesteding,INV-2026-007390,Juridisch advies
TRX-000347,2026-12-12,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,DataSoft BV,3961.75,2377.05,Betaald,Aanbesteding,INV-2026-000347,Organisatieadvies
TRX-003316,2026-10-27,Ministerie van Infrastructuur en Waterstaat,Personeel,DataSoft BV,1934.94,1853.11,Betaald,Enkelvoudig onderhands,INV-2026-003316,Externe inhuur
TRX-006297,2026-11-12,Ministerie van Financiën,ICT,Publieke Diensten BV,1956.31,2307.77,Betaald,Raamovereenkomst,INV-2026-006297,Hardware en werkplekken
TRX-002069,2026-11-09,Ministerie van Infrastructuur en Waterstaat,Huisvesting,Insight Partners,12313.57,13765.91,Betaald,Enkelvoudig onderhands,INV-2026-002069,Onderhoud gebouw
TRX-004821,2026-07-21,Ministerie van Economische Zaken,Huisvesting,Onderzoek & Advies BV,1763.06,1839.47,Betaald,Aanbesteding,INV-2026-004821,Kantoorhuur
TRX-005875,2026-10-09,Ministerie van Financiën,Huisvesting,Delta Consulting,996.84,970.35,Betaald,Enkelvoudig onderhands,INV-2026-005875,Onderhoud gebouw
TRX-005065,2026-09-15,Ministerie van Financiën,Huisvesting,CloudWorks BV,3239.48,2475.78,Betaald,Enkelvoudig onderhands,INV-2026-005065,Kantoorhuur
TRX-006005,2026-02-16,Ministerie van Economische Zaken,ICT,Publieke Diensten BV,2314.02,2199.33,Betaald,Meervoudig onderhands,INV-2026-006005,Applicatiebeheer
TRX-004943,2026-09-28,Ministerie van Infrastructuur en Waterstaat,Inkoop,Nationale Services,2763.79,2157.24,Betaald,Meervoudig onderhands,INV-2026-004943,Dienstverlening
TRX-007465,2026-01-08,Ministerie van Financiën,ICT,Publieke Diensten BV,16568.95,20184.5,Betaald,Meervoudig onderhands,INV-2026-007465,Applicatiebeheer
TRX-004195,2026-11-15,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,CloudWorks BV,8561.98,7177.98,Openstaand,Meervoudig onderhands,INV-2026-004195,Organisatieadvies
TRX-000081,2026-04-01,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,Delta Consulting,14461.34,15217.51,Betaald,Raamovereenkomst,INV-2026-000081,Organisatieadvies
TRX-006067,2026-01-10,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,DataSoft BV,1157.3,1332.41,Betaald,Enkelvoudig onderhands,INV-2026-006067,Organisatieadvies
TRX-005272,2026-08-03,Ministerie van Financiën,Huisvesting,GovTech Nederland,1662.97,1670.08,Openstaand,Meervoudig onderhands,INV-2026-005272,Onderhoud gebouw
TRX-004327,2026-12-02,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,CloudWorks BV,2259.78,2453.41,Openstaand,Meervoudig onderhands,INV-2026-004327,Personeelsadvies
TRX-004905,2026-09-16,Ministerie van Infrastructuur en Waterstaat,Huisvesting,GovTech Nederland,4374.72,3313.84,Betaald,Raamovereenkomst,INV-2026-004905,Energievoorziening
TRX-005808,2026-07-22,Ministerie van Sociale Zaken en Werkgelegenheid,Reizen,Infra Solutions,8799.86,9263.89,Betaald,Enkelvoudig onderhands,INV-2026-005808,Dienstreis
TRX-001207,2026-01-25,Ministerie van Infrastructuur en Waterstaat,Huisvesting,Insight Partners,19366.23,19104.49,Betaald,Meervoudig onderhands,INV-2026-001207,Kantoorhuur
TRX-004025,2026-09-13,Ministerie van Infrastructuur en Waterstaat,ICT,Infra Solutions,538.54,641.73,Betaald,Aanbesteding,INV-2026-004025,Cloudhosting
TRX-006072,2026-05-30,Ministerie van Financiën,Inkoop,Onderzoek & Advies BV,11974.83,12829.14,Betaald,Raamovereenkomst,INV-2026-006072,Algemene inkoop
TRX-005128,2026-04-06,Ministerie van Financiën,Huisvesting,Publieke Diensten BV,7500.73,7787.81,Betaald,Raamovereenkomst,INV-2026-005128,Onderhoud gebouw
TRX-006036,2026-04-28,Ministerie van Financiën,Personeel,Nationale Services,1704.53,1969.7,Betaald,Enkelvoudig onderhands,INV-2026-006036,Personeelsadvies
TRX-006299,2026-03-10,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,CloudWorks BV,3332.85,2999.75,Betaald,Enkelvoudig onderhands,INV-2026-006299,Hardware en werkplekken
TRX-006600,2026-06-30,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,GovTech Nederland,4395.58,3746.74,Betaald,Enkelvoudig onderhands,INV-2026-006600,Dienstverlening
TRX-002701,2026-11-08,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Publieke Diensten BV,5786.48,5438.62,Betaald,Meervoudig onderhands,INV-2026-002701,Cloudhosting
TRX-001067,2026-01-01,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,DataSoft BV,3215.69,2674.26,Geannuleerd,Meervoudig onderhands,INV-2026-001067,Procesadvies
TRX-006540,2026-09-10,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,SecureIT Nederland,1755.73,1790.61,Betaald,Raamovereenkomst,INV-2026-006540,Strategisch advies
TRX-007375,2026-07-02,Ministerie van Financiën,Personeel,SecureIT Nederland,4468.26,4367.91,Betaald,Aanbesteding,INV-2026-007375,Externe inhuur
TRX-007459,2026-05-25,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Inkoop,Insight Partners,1973.2,2134.99,Betaald,Raamovereenkomst,INV-2026-007459,Dienstverlening
TRX-003260,2026-02-17,Ministerie van Financiën,ICT,GovTech Nederland,3677.15,3449.63,Betaald,Aanbesteding,INV-2026-003260,Hardware en werkplekken
TRX-001233,2026-08-25,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Onderzoek & Advies BV,9405.79,6977.23,Betaald,Raamovereenkomst,INV-2026-001233,Cybersecuritydiensten
TRX-006616,2026-05-20,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Nationale Services,12839.73,14995.95,Betaald,Aanbesteding,INV-2026-006616,Hardware en werkplekken
TRX-006133,2026-06-28,Ministerie van Infrastructuur en Waterstaat,Personeel,Insight Partners,2440.09,2933.66,Betaald,Aanbesteding,INV-2026-006133,Opleiding en training
TRX-000134,2026-09-11,Ministerie van Economische Zaken,Personeel,Nationale Services,1915.67,2127.43,Betaald,Raamovereenkomst,INV-2026-000134,Tijdelijke ondersteuning
TRX-002664,2026-02-14,Ministerie van Infrastructuur en Waterstaat,Onderzoek,Insight Partners,5105.65,7076.47,Betaald,Aanbesteding,INV-2026-002664,Marktonderzoek
TRX-000591,2026-06-27,Ministerie van Infrastructuur en Waterstaat,Personeel,Delta Consulting,4190.7,3565.01,Betaald,Aanbesteding,INV-2026-000591,Personeelsadvies
TRX-001921,2026-02-03,Ministerie van Financiën,Personeel,Nationale Services,1990.03,2357.84,Betaald,Raamovereenkomst,INV-2026-001921,Opleiding en training
TRX-001112,2026-03-30,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Delta Consulting,9046.45,9706.2,Betaald,Raamovereenkomst,INV-2026-001112,Tijdelijke ondersteuning
TRX-000240,2026-09-07,Ministerie van Infrastructuur en Waterstaat,Onderzoek,GovTech Nederland,1706.49,1251.78,Betaald,Aanbesteding,INV-2026-000240,Evaluatieonderzoek
TRX-001038,2026-03-25,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,Onderzoek & Advies BV,3467.21,3352.04,Betaald,Raamovereenkomst,INV-2026-001038,Onderhoud gebouw
TRX-005979,2026-12-03,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Onderzoek & Advies BV,1323.51,1041.97,Betaald,Aanbesteding,INV-2026-005979,Hardware en werkplekken
TRX-001726,2026-11-10,Ministerie van Financiën,Advies,Onderzoek & Advies BV,1739.79,1792.78,Betaald,Aanbesteding,INV-2026-001726,Juridisch advies
TRX-001351,2026-02-19,Ministerie van Economische Zaken,Inkoop,SecureIT Nederland,2646.31,3189.7,Betaald,Meervoudig onderhands,INV-2026-001351,Materiaalinkoop
TRX-003580,2026-03-21,Ministerie van Infrastructuur en Waterstaat,Inkoop,Delta Consulting,5659.63,4481.44,Openstaand,Raamovereenkomst,INV-2026-003580,Dienstverlening
TRX-002157,2026-01-08,Ministerie van Financiën,ICT,Publieke Diensten BV,1623.64,1486.44,Betaald,Aanbesteding,INV-2026-002157,Softwarelicenties
TRX-006134,2026-04-03,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,GovTech Nederland,2373.21,2444.97,Betaald,Aanbesteding,INV-2026-006134,Opleiding en training
TRX-005507,2026-04-13,Ministerie van Economische Zaken,Advies,Insight Partners,6291.32,7902.01,Betaald,Aanbesteding,INV-2026-005507,Organisatieadvies
TRX-000101,2026-11-07,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,Nationale Services,14298.67,13484.73,Betaald,Enkelvoudig onderhands,INV-2026-000101,Facilitaire diensten
TRX-000573,2026-06-12,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,CloudWorks BV,5823.62,-6074,Betaald,Raamovereenkomst,INV-2026-000573,Energievoorziening
TRX-006267,2026-10-22,Ministerie van Sociale Zaken en Werkgelegenheid,Onderzoek,Insight Partners,4038.97,4101.86,Betaald,Meervoudig onderhands,INV-2026-006267,Marktonderzoek
TRX-000981,2026-07-01,Ministerie van Infrastructuur en Waterstaat,Personeel,Infra Solutions,5178.24,5820.41,Openstaand,Meervoudig onderhands,INV-2026-000981,Opleiding en training
TRX-004141,2026-12-08,Ministerie van Sociale Zaken en Werkgelegenheid,NA,Nationale Services,1043.47,1180.88,Betaald,Aanbesteding,INV-2026-004141,Kantoorhuur
TRX-004840,2026-08-20,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,SecureIT Nederland,2376.23,2065.9,Openstaand,Aanbesteding,INV-2026-004840,Applicatiebeheer
TRX-002582,2026-04-20,Ministerie van Financiën,Inkoop,Delta Consulting,8037.24,7007.92,Geannuleerd,Enkelvoudig onderhands,INV-2026-002582,Algemene inkoop
TRX-001288,2026-10-11,Ministerie van Financiën,Advies,Publieke Diensten BV,1972.67,2011.19,Betaald,Enkelvoudig onderhands,INV-2026-001288,Procesadvies
TRX-007456,2026-07-06,Ministerie van Economische Zaken,ICT,Onderzoek & Advies BV,1003.48,1118.52,Betaald,Enkelvoudig onderhands,INV-2026-007456,Softwarelicenties
TRX-000647,2026-09-02,Ministerie van Infrastructuur en Waterstaat,Inkoop,CloudWorks BV,10383.06,11318.06,Betaald,Aanbesteding,INV-2026-000647,Materiaalinkoop
TRX-002547,2026-11-22,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,SecureIT Nederland,2441.31,2843.29,Betaald,Meervoudig onderhands,INV-2026-002547,Organisatieadvies
TRX-002042,2026-12-01,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Huisvesting,Onderzoek & Advies BV,9940.8,13078.73,Betaald,Aanbesteding,INV-2026-002042,Onderhoud gebouw
TRX-001657,2026-11-20,Ministerie van Infrastructuur en Waterstaat,Onderzoek,Insight Partners,5722.57,5507.25,Betaald,Aanbesteding,INV-2026-001657,Dataonderzoek
TRX-006337,2026-11-25,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Delta Consulting,25646.49,25995.94,Betaald,Raamovereenkomst,INV-2026-006337,Opleiding en training
TRX-002909,2026-01-20,Ministerie van Infrastructuur en Waterstaat,Reizen,SecureIT Nederland,8971.52,9017.83,Betaald,Raamovereenkomst,INV-2026-002909,Internationale reis
TRX-007489,2026-10-10,Ministerie van Financiën,Inkoop,GovTech Nederland,5837.83,4991.5,Betaald,Meervoudig onderhands,INV-2026-007489,Kantoorartikelen
TRX-004039,2026-07-18,Ministerie van Economische Zaken,Advies,Publieke Diensten BV,9221.57,9188.67,Betaald,Raamovereenkomst,INV-2026-004039,Procesadvies
TRX-002043,2026-06-27,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,GovTech Nederland,5003.29,4089.11,Betaald,Enkelvoudig onderhands,INV-2026-002043,Softwarelicenties
TRX-001542,2026-09-09,Ministerie van Economische Zaken,Inkoop,Infra Solutions,4633.14,4565.1,Betaald,Raamovereenkomst,INV-2026-001542,Algemene inkoop
TRX-001918,2026-09-17,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,Insight Partners,1877.36,1817.33,Betaald,Meervoudig onderhands,INV-2026-001918,Juridisch advies
TRX-005542,2026-03-06,Ministerie van Financiën,Advies,SecureIT Nederland,24665.2,21290.29,Betaald,Meervoudig onderhands,INV-2026-005542,Procesadvies
TRX-001099,2026-02-12,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,DataSoft BV,575.88,546.97,Betaald,Meervoudig onderhands,INV-2026-001099,Organisatieadvies
TRX-004471,2026-05-14,Ministerie van Financiën,ICT,Infra Solutions,275.97,341.4,Betaald,Aanbesteding,INV-2026-004471,Softwarelicenties
TRX-002126,2026-02-08,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,GovTech Nederland,7917.78,8812.81,Betaald,Aanbesteding,INV-2026-002126,Facilitaire diensten
TRX-001023,2026-10-10,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,CloudWorks BV,1929.52,2619.14,Betaald,Aanbesteding,INV-2026-001023,Kantoorartikelen
TRX-002330,2026-09-16,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Infra Solutions,13639.44,11578.74,Betaald,Raamovereenkomst,INV-2026-002330,Tijdelijke ondersteuning
TRX-002821,2026-08-02,Ministerie van Financiën,Onderzoek,Insight Partners,1677.01,1879.52,Betaald,Aanbesteding,INV-2026-002821,Beleidsonderzoek
TRX-005415,2026-05-31,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,CloudWorks BV,6020.3,6620.73,Betaald,Enkelvoudig onderhands,INV-2026-005415,Strategisch advies
TRX-007050,2026-05-03,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Delta Consulting,5037.82,5142.14,Betaald,Meervoudig onderhands,INV-2026-007050,Opleiding en training
TRX-005326,2026-09-05,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Delta Consulting,958.92,990.42,Openstaand,Enkelvoudig onderhands,INV-2026-005326,Personeelsadvies
TRX-000601,2026-08-23,Ministerie van Infrastructuur en Waterstaat,Reizen,Nationale Services,2545.28,3047.93,Betaald,Meervoudig onderhands,INV-2026-000601,Treinkosten
TRX-002350,2026-02-28,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Onderzoek & Advies BV,2830.3,2634.32,Betaald,Aanbesteding,INV-2026-002350,Externe inhuur
TRX-002137,2026-06-28,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Huisvesting,Nationale Services,1314.75,1021.35,Betaald,Aanbesteding,INV-2026-002137,Onderhoud gebouw
TRX-004041,2026-04-05,Ministerie van Infrastructuur en Waterstaat,Huisvesting,Publieke Diensten BV,1651.72,1730.64,Betaald,Aanbesteding,INV-2026-004041,Kantoorhuur
TRX-004660,2026-02-21,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Onderzoek,CloudWorks BV,2261.32,1898.08,Betaald,Meervoudig onderhands,INV-2026-004660,Dataonderzoek
TRX-001224,2026-07-22,Ministerie van Infrastructuur en Waterstaat,Advies,Infra Solutions,4107.41,4676.1,Betaald,Aanbesteding,INV-2026-001224,Organisatieadvies
